codmun;numero_unidades_locais;pessoal_ocupado_total;pessoal_ocupado_assalariado;salarios_e_outras_remuneracoes;salario_medio_mensal;numero_empresas_atuantes
315240;152;673;535;6680;1.7;147
315250;4818;38480;32079;408303;2.4;4674
315260;154;1085;905;7799;1.6;150
315270;205;1243;1022;7429;1.4;201
315280;630;4714;3959;49575;2.4;616
315290;288;1142;841;9677;2.1;286
315300;53;271;219;2765;1.8;53
315310;75;419;348;2804;1.5;74
315320;62;337;286;2544;1.7;62
315330;45;289;265;2452;1.6;45
315340;267;1490;1208;17941;2.3;264
315350;157;551;396;3962;1.6;156
315360;223;1638;1347;16050;2.2;217
315370;61;369;312;3228;1.9;61
315380;31;171;131;2307;2.7;30
315390;282;820;567;6289;1.6;279
315400;502;2208;1681;17905;2;495
315410;250;997;747;7467;1.5;248
315415;79;451;360;3032;1.5;78
315420;389;1240;804;7169;1.7;374
315430;407;2365;1943;20942;2;402
315440;96;556;451;4858;2;95
315445;115;336;244;3868;2.1;111
315450;127;906;787;7147;1.5;127
315460;2452;21605;18534;180241;1.9;2361
315470;98;847;709;6045;1.6;97
315480;1969;5016;1788;20681;2.1;1965
315490;447;2254;1716;16494;1.5;440
315500;50;195;139;2781;2;50
315510;97;454;388;3194;1.4;95
315520;78;322;248;2210;1.6;78
315530;65;364;297;3448;2;63
315540;423;1494;1006;7971;1.5;411
315550;169;1248;1038;12250;1.9;168
315560;650;2203;1644;13970;1.5;644
315570;290;1651;1323;13484;1.7;289
315580;580;2827;2120;26978;2.3;567
315590;166;679;563;4631;1.5;163
315600;229;736;511;6272;1.5;229
315610;114;465;373;2938;1.6;113
315620;51;285;228;2391;2.1;51
315630;238;2683;2317;17501;1.4;233
315640;62;398;335;5532;1.9;61
315645;85;376;301;3469;1.8;85
315650;70;437;407;2859;1.4;69
315660;151;539;414;3661;1.6;150
315670;1758;14747;12543;175065;2.5;1710
315680;269;1503;1160;9631;1.6;268
315690;868;4868;3854;42425;2;843
315700;932;4787;3927;40594;1.9;893
315710;81;763;692;6388;1.7;80
315720;813;5805;4967;51959;2;796
315725;77;395;298;3685;1.7;77
315727;56;295;247;2906;1.6;56
315730;71;433;341;2795;1.5;70
315733;198;834;598;5561;1.8;196
315737;69;290;257;2177;1.3;69
315740;65;282;227;2815;2;65
315750;56;321;248;1992;1.4;56
315760;41;281;249;2018;1.3;41
315765;50;313;283;2161;1.5;50
315770;291;2252;1935;38215;3.7;285
315780;2562;29176;25878;456204;3.3;2478
315790;185;937;747;7262;1.8;182
315800;192;1159;917;8158;1.6;189
315810;73;324;265;2985;2.1;73
315820;233;764;574;6657;1.3;229
315830;165;743;570;6017;1.6;164
315840;92;408;305;2942;1.8;92
315850;54;418;350;3742;1.7;54
315860;82;607;486;4280;1.6;80
315870;36;261;232;2306;2;36
315880;87;527;404;4412;2.1;85
315890;99;497;400;3669;1.6;99
315895;305;3073;2748;30772;2.2;300
315900;101;503;376;3722;1.8;100
315910;64;376;310;3020;1.9;64
315920;272;971;628;5860;1.7;262
315930;121;596;493;4332;1.6;121
315935;88;776;673;6167;1.7;87
315940;49;322;283;3144;1.9;49
315950;38;351;319;2636;1.6;37
315960;1506;10860;8936;126475;2.7;1457
315970;34;328;306;3250;2;34
315980;558;3172;2560;34095;2.4;539
315990;362;1817;1374;16487;1.7;357
316000;84;380;319;2698;1.7;81
316010;68;299;227;2762;1.9;68
316020;35;262;224;2200;1.8;35
316030;171;707;547;4008;1.4;170
316040;833;5454;4477;36660;1.5;818
316045;65;248;212;3776;1.5;65
316050;13;141;131;1670;2;13
316060;62;319;294;2395;1.5;62
316070;1326;7222;5597;65702;2.1;1285
316080;47;304;260;4172;2.7;47
316090;129;537;379;4239;1.9;128
316095;68;238;205;3299;1.9;68
316100;330;1532;1183;11037;1.7;328
316105;41;274;238;1923;1.6;41
316110;859;3101;2423;26227;1.8;849
316120;132;605;470;4710;1.9;131
316130;143;788;648;6959;1.9;143
316140;101;362;248;3522;1.9;100
316150;202;1312;1084;9802;1.6;201
316160;38;171;144;1923;1.8;38
316165;51;203;152;1808;1.6;51
316170;210;1040;839;9367;2;206
316180;221;2438;2093;17890;1.7;220
316190;179;1446;1270;18643;2;179
316200;662;3594;2768;27907;1.9;653
316210;735;4159;3169;36873;2.1;720
316220;187;972;768;9343;2;185
316225;56;277;259;1611;1.3;56
316230;78;195;117;1867;1.9;78
316240;230;1222;1077;7582;1.3;224
316245;75;399;348;2929;1.5;75
316250;2852;19262;15244;181311;2.2;2763
316255;103;567;466;4578;1.7;102
316257;87;614;525;4351;1.6;87
316260;134;645;487;4313;1.6;134
316265;30;209;200;1221;1.2;30
316270;395;2106;1741;13798;1.4;389
316280;215;1090;827;12721;2.6;213
316290;1020;6142;4876;37679;1.4;991
316292;291;4424;4063;69433;2.9;285
316294;153;1148;1011;32769;6;148
316295;319;3272;2769;43661;2.9;317
316300;45;204;162;1363;1.6;45
316310;61;525;457;4475;1.7;59
316320;90;320;221;2550;2.1;90
316330;76;210;134;1368;1.7;76
316340;131;595;428;4891;1.9;130
316350;54;340;293;2841;1.6;54
316360;38;169;146;1919;1.8;38
316370;1819;9924;7435;80876;2;1747
316380;89;416;328;3541;1.8;89
316390;100;405;318;3528;2.2;98
316400;158;1337;1201;11725;1.8;151
316410;78;250;184;2334;1.6;78
316420;149;543;411;4626;1.7;149
316430;146;684;541;6173;1.9;143
316440;120;651;529;5390;1.9;119
316443;50;315;278;2381;1.7;46
316447;67;198;140;3538;2.1;67
316450;111;222;141;2470;1.6;111
316460;77;1802;1725;16422;1.8;75
316470;2299;17390;14409;147180;1.9;2205
316480;20;214;196;1528;1.5;20
316490;44;307;263;2457;1.7;42
316500;308;1368;1037;8732;1.6;299
316510;146;812;632;6497;2;141
316520;291;2125;1790;16761;1.6;274
316530;203;1099;867;8709;1.9;200
316540;204;1252;1056;8600;1.5;199
316550;92;317;142;2311;1.5;92
316553;380;3846;3396;45365;2.4;376
316555;30;197;178;1510;1.5;30
316556;34;176;148;1487;1.8;34
316557;75;256;180;2295;1.8;74
316560;35;301;272;2627;1.5;35
316570;134;642;460;5182;1.8;134
316580;24;165;147;1847;2.1;24
316590;66;394;356;3465;1.9;65
316600;91;314;246;3207;2.2;91
316610;42;162;124;2371;2;42
316620;182;608;427;4380;1.8;182
316630;80;351;286;2248;1.3;80
316640;60;309;242;2370;1.8;59
316650;25;164;140;2227;1.6;25
316660;13;220;210;1818;1.6;13
316670;90;668;571;5432;1.7;90
316680;197;995;791;8540;2;195
316690;184;688;508;5968;1.9;178
316695;40;277;263;1918;1.4;40
316700;49;193;153;2145;2.3;49
316710;310;1635;1183;11899;1.7;294
316720;5728;55469;47855;650838;2.6;5530
316730;43;269;229;2026;1.7;43
316740;137;788;639;6300;1.7;135
316750;74;455;362;3880;2.1;73
316760;229;767;486;6678;2.6;227
316770;75;447;376;3398;1.6;75
316780;99;601;492;4023;1.7;99
316790;103;475;356;3213;1.7;102
316800;917;4300;3275;24069;1.4;893
316805;38;240;213;2242;1.7;38
316810;80;1951;1895;36356;3.6;79
316820;17;167;160;1524;1.8;17
316830;75;447;388;4190;2;74
316840;290;742;459;5997;1.7;290
316850;228;1105;856;6392;1.4;228
316860;3097;23339;19580;184901;1.8;2984
316870;2236;19724;16878;351348;3.8;2180
316880;422;2098;1518;12879;1.6;410
316890;167;606;419;5323;2.1;167
316900;504;3291;2517;20386;1.6;497
316905;62;264;206;2085;1.7;60
316910;84;677;595;5717;1.8;83
316920;297;1007;700;6303;1.6;296
316930;2031;15537;13071;195888;2.8;1982
316935;883;5676;4798;73035;2.8;870
316940;1391;8736;6986;70751;2;1353
316950;46;246;203;2881;1.4;46
316960;739;3319;2492;28472;2.1;720
316970;375;2236;1801;20420;1.8;359
316980;81;523;436;3884;1.7;81
316990;3832;27137;21878;212734;1.8;3718
317000;203;571;440;3012;1.3;203
317005;154;692;520;5444;1.7;154
317010;9922;78832;66284;936190;2.7;9485
317020;21492;183888;156034;2358463;2.9;20606
317030;47;225;184;1634;1.7;47
317040;2160;12739;9800;112069;2.2;2115
317043;75;1065;1004;10650;2.1;73
317047;44;207;161;2576;1.9;44
317050;147;1756;1576;17346;1.9;140
317052;122;816;686;6423;1.7;120
317057;103;443;340;3696;1.7;103
317060;49;222;184;2132;2;49
317065;92;435;373;3748;1.4;77
317070;5100;37861;31100;422384;2.6;4924
317075;126;565;444;4222;1.7;123
317080;940;6262;5491;67952;2.1;911
317090;267;1199;981;6260;1.3;263
317100;585;3295;2642;52647;3.3;583
317103;53;219;167;5116;1.4;51
317107;56;261;221;2260;1.3;55
317110;70;645;579;7683;2.4;67
317115;66;254;207;2856;2.4;66
317120;1212;13925;12336;233304;3.3;1180
317130;2402;17778;15104;259378;3.3;2351
317140;69;290;216;2775;1.9;68
317150;38;302;271;2228;1.6;37
317160;209;808;636;5454;1.5;203
317170;195;1056;845;8854;1.9;195
317180;171;957;711;6523;1.7;169
317190;63;302;237;2971;1.9;63
317200;1164;11841;10453;97684;1.8;1133
317210;119;572;451;7328;1.8;117
317220;43;279;223;2372;1.9;43
320010;582;3289;2441;26961;1.9;571
320013;224;910;703;9685;2.3;220
320016;223;1074;775;11026;2.6;220
320020;743;4234;3316;45756;2.6;733
320030;471;2409;1872;19536;2;469
320035;105;684;564;5806;1.9;105
320040;680;6808;6040;152249;4.2;672
320050;123;778;644;5980;1.6;122
320060;2097;22826;20379;396784;3.5;2048
320070;265;2246;1907;19598;1.9;263
320080;659;4625;3821;39039;2;645
320090;1313;7261;5632;57427;1.9;1272
320100;326;1411;1101;14973;2.2;325
320110;169;1085;894;9503;1.8;164
320115;124;656;512;7720;2.4;124
320120;5851;46992;39413;480775;2.3;5655
320130;5887;48927;42210;548845;2.2;5660
320140;1007;6293;4931;50973;2;978
320150;3980;33103;27706;300675;2.1;3852
320160;447;4755;4314;63749;2.3;439
320170;235;1248;976;12503;2.1;234
320180;65;332;266;4217;2.3;65
320190;745;4320;3532;39540;2;734
320200;143;604;500;6130;2.4;143
320210;500;2937;2380;45477;3.2;483
320220;1200;5495;3846;38090;1.9;1197
320225;191;1067;833;9524;2.1;188
320230;818;4222;3292;34201;1.9;807
320240;4014;23179;18022;176836;1.9;3946
320245;515;2015;1424;14930;1.9;512
320250;553;4917;4127;44826;2;549
320255;116;709;605;6733;2.1;116
320260;450;4111;3401;42024;2.2;440
320265;223;972;718;9099;1.9;221
320270;381;1505;1190;13810;1.9;369
320280;517;4983;4377;53160;2.2;513
320290;204;930;624;10042;2.2;202
320300;757;3053;2172;24120;2;746
320305;349;2248;1837;24526;2;349
320310;279;980;702;8182;2.2;278
320313;532;3381;2699;40163;2.7;528
320316;166;742;585;7347;1.9;164
320320;3292;33858;29841;413581;2.5;3180
320330;370;1013;615;9227;2.1;370
320332;713;3637;2837;28166;1.7;707
320334;440;2918;2393;24125;1.9;434
320335;244;1472;1134;9507;1.6;241
320340;541;2623;1980;23939;2.1;534
320350;356;1880;1580;16301;1.8;336
320360;64;504;456;4488;1.7;62
320370;325;1612;1278;16135;2.3;306
320380;268;1219;961;10196;1.9;267
320390;1146;6669;5405;65719;1.9;1126
320400;319;1684;1314;13556;2.1;317
320405;382;3327;2934;31105;2.2;378
320410;527;2812;2165;22444;2;518
320420;455;2199;1675;17896;1.9;449
320425;98;638;560;5530;1.7;94
320430;159;1014;871;14399;2.7;159
320435;356;1768;1372;18225;2.4;348
320440;218;1514;1275;12995;2;215
320450;188;844;676;9526;2.4;182
320455;793;4002;3046;35796;2.2;768
320460;761;4106;3253;40344;2.3;742
320465;175;1083;917;11372;2.1;171
320470;1067;8039;6686;57076;1.7;1039
320480;192;861;613;7878;1.6;190
320490;2215;19939;17289;261820;2.8;2174
320495;271;1820;1588;15814;1.7;267
320500;9163;113181;102164;1682922;3.1;8867
320501;330;2759;2358;25192;2;327
320503;499;3392;2763;30438;2;487
320506;711;4578;3774;36467;1.8;693
320510;904;9554;8612;116130;2.5;884
320515;135;951;810;16471;2.8;131
320517;305;1109;859;9414;2.1;304
320520;13008;99966;83677;1076765;2.4;12609
320530;17934;238765;217041;5156886;4.4;17051
330010;3926;32062;27207;551408;3.9;3723
330015;234;1525;1203;11104;1.7;230
330020;2121;16924;14215;148640;2;2063
330022;539;4819;3994;44973;2;536
330023;1739;10166;8741;110657;2.4;1670
330025;586;3758;2876;45478;2.3;580
330030;1966;17277;15139;184527;2.3;1911
330040;3917;34783;29809;386207;2.4;3808
330045;3818;32847;27972;327824;2.4;3711
330050;684;4370;3456;35422;2;675
330060;962;6161;5006;56947;2.1;925
330070;5284;33722;27426;405869;2.3;5079
330080;1068;8660;7284;82130;2.1;1036
330090;268;1841;1535;16189;1.8;262
330093;150;1503;1339;24778;2.5;150
330095;793;5078;3834;42412;2;789
330100;9192;97910;86203;1081434;2.3;8591
330110;716;4218;3324;51516;2.8;708
330115;202;1240;1008;14928;2.2;198
330120;391;2935;2387;25547;2;385
330130;755;6355;5410;75778;2.5;740
330140;423;1882;1443;18391;1.8;410
330150;799;4405;3148;31787;1.8;789
330160;286;1675;1352;14963;2;284
330170;12213;164436;147280;2708381;3.5;11695
330180;222;1696;1445;13294;1.6;221
330185;1472;6271;4215;54377;1.9;1464
330187;376;2476;1967;22792;1.8;371
330190;2659;24783;21223;233464;2.2;2588
330200;2023;26345;23714;430326;3.4;1956
330205;305;1596;1246;17235;2.2;299
330210;674;3126;2218;25405;2;653
330220;2503;17899;14970;162371;2;2418
330225;784;6471;5440;92369;3.1;770
330227;481;4140;3576;45997;2;476
330230;147;942;782;6241;1.5;145
330240;5360;106772;101077;4357816;7.9;5136
330245;225;1188;892;10370;2;223
330250;3550;20318;15106;147090;1.8;3439
330260;724;19771;18968;148804;1.5;708
330270;1961;11751;9231;101067;2;1931
330280;422;2871;2335;18572;1.6;420
330285;1305;14145;12376;144718;2.2;1287
330290;1511;5483;3658;41793;2.1;1495
330300;564;3606;2823;28971;1.9;543
330310;313;2115;1736;18302;1.9;311
330320;2551;20153;16483;185073;2.2;2490
330330;16619;193709;170717;3123933;3.5;15768
330340;6920;55095;45451;446210;1.9;6602
330350;9033;94222;82031;950081;2.2;8605
330360;699;4480;3571;36970;1.9;685
330370;852;7339;6267;69211;2.1;839
330380;971;5948;4751;57876;2.2;909
330385;461;3727;3262;26802;1.8;448
330390;9946;79240;64301;858836;2.6;9449
330395;394;2964;2495;24770;1.8;389
330400;482;6216;5675;93070;3.1;469
330410;353;1897;1505;17801;2.4;348
330411;376;9116;8731;231814;4.9;375
330412;322;1705;1337;15787;1.9;315
330414;1147;12253;10819;144512;2.5;1112
330415;311;2943;2601;47564;3.4;308
330420;3043;30377;26733;485443;3.4;2941
330430;5008;31768;23951;246961;2;4985
330440;280;1797;1569;19251;2.4;270
330450;348;3250;2763;33338;2.2;344
330452;2188;19829;17335;221332;2.6;2151
330455;187407;2442175;2181823;52572834;4.6;175025
330460;315;1466;1179;13605;1.9;311
330470;1261;8097;6206;57444;1.8;1212
330475;487;2571;2061;20057;1.8;475
330480;670;5898;5167;60441;2.2;652
330490;11213;108931;92954;981575;2;10834
330500;558;4946;4213;51785;2.4;546
330510;5974;54905;46432;508188;2.1;5789
330513;142;926;786;7916;1.9;140
330515;450;2449;1907;21255;2.1;437
330520;1257;11131;9638;189709;3.4;1217
330530;172;836;696;8243;2.2;169
330540;495;3435;2777;26998;1.9;482
330550;5560;19279;10680;125089;2.1;5524
330555;711;9570;8686;190086;4.1;698
330560;319;2692;2258;33176;2.2;301
330570;217;1532;1264;16714;2.6;214
330575;384;3070;2609;26504;2;371
330580;4693;33218;26905;312168;2.2;4515
330590;185;1408;1068;9085;1.6;174
330600;2400;22000;18981;193251;1.9;2331
330610;1534;12358;10569;95602;1.8;1466
330615;135;1117;967;10126;1.9;132
330620;837;6276;5314;67715;2.5;817
330630;6722;68628;60467;1032461;3.3;6420
350010;1818;9671;7649;95838;2.4;1712
350020;103;468;357;4068;2.2;103
350030;789;5410;4542;61180;2.4;768
350040;240;858;612;8125;2.4;234
350050;957;5222;3981;42777;2;942
350055;181;1045;853;10027;2.1;175
350060;209;1388;1117;15495;2.6;207
350070;913;6216;5190;80644;2.9;871
350075;99;568;452;4088;1.9;97
350080;79;503;408;4306;2.2;79
350090;145;552;434;6341;2.6;142
350100;625;2867;2106;27807;2.5;610
350110;123;560;449;5202;2.1;122
350115;323;7781;7420;283239;7.1;319
350120;172;1235;1079;8744;1.5;164
350130;740;3144;2313;31370;2.5;730
350140;57;680;629;7206;2.1;57
350150;89;299;208;2829;2.4;89
350160;9551;88901;75545;1516218;3.8;9277
350170;888;8336;7245;110761;2.7;873
350180;218;683;508;5311;1.9;185
350190;2443;21858;18636;280527;2.8;2374
350200;190;1199;978;12051;2.5;185
350210;2128;14685;11894;177247;2.8;2098
350220;725;3907;3131;41299;2.5;709
350230;191;744;582;9549;2.7;186
350240;89;381;287;3178;2.1;88
350250;2008;9792;7615;89068;2.2;1964
350260;150;490;362;3593;1.9;146
350270;660;3733;3071;34046;2.4;650
350275;631;6628;5865;139353;4.6;623
350280;7485;53880;43802;651643;2.8;7267
350290;810;4486;3381;38995;2.2;806
350300;186;767;573;6253;2.3;186
350310;150;844;689;7142;1.9;150
350315;75;393;336;3098;1.7;75
350320;9179;73707;61301;1058184;3.3;8743
350330;4222;36912;31234;584089;3.4;4134
350335;54;241;199;2397;2.3;54
350340;208;1232;1006;9847;1.9;203
350350;91;358;283;3234;2;90
350360;213;1278;1057;11908;2.1;212
350370;397;4366;3992;84177;3.6;269
350380;1252;9045;7859;100936;2.3;1235
350390;1816;19396;17169;309545;3.4;1797
350395;50;235;195;2109;2.1;48
350400;3793;23068;18523;253008;2.6;3713
350410;5417;35592;29039;448393;3;5274
350420;943;3712;2769;27132;1.9;904
350430;96;451;369;4601;2.5;96
350440;249;1105;847;13104;2.8;225
350450;3025;20515;17099;190844;2.2;2954
350460;763;3382;2256;28162;2.4;760
350470;37;321;297;2835;1.9;36
350480;411;1467;977;13141;2.6;391
350490;335;1638;1367;15794;2.2;332
350500;72;330;272;3094;2.1;72
350510;182;822;648;6692;1.9;174
350520;1189;8951;7429;103453;2.4;1175
350530;1670;15182;13181;214568;3.1;1646
350535;84;436;366;3797;2.2;80
350540;144;565;425;5282;2.5;144
350550;3872;29895;25007;349125;2.7;3757
350560;442;3206;2737;40147;2.4;438
350570;12577;227124;210585;5124804;4.6;12183
350580;642;4231;3458;40269;2.2;637
350590;2225;15455;12774;191891;2.8;2174
350600;13020;106489;90561;1501570;3.2;12509
350610;3392;23574;19655;253099;2.4;3240
350620;104;1405;1315;31748;3.5;95
350630;379;2240;1855;19337;1.9;374
350635;1796;10486;8863;146458;3.3;1777
350640;334;1863;1391;14709;2;331
350650;4383;38650;33113;360176;2;4298
350660;553;3560;2976;31470;2;549
350670;507;2350;1942;21845;2.1;433
350680;563;3539;2879;37659;2.4;556
350690;253;1736;1497;16997;2.2;245
350700;1797;17707;15586;269221;3.2;1756
350710;521;4849;4182;49074;2.2;519
350715;124;611;490;7337;2.7;121
350720;33;1868;1850;23657;2.4;33
350730;146;1121;945;12341;2.3;144
350740;587;2632;2018;19209;1.9;552
350745;96;709;604;6916;2.2;96
350750;4199;38313;33224;653173;3.7;4076
350760;5193;40083;33684;518055;2.9;5062
350770;246;561;350;4550;2.3;218
350775;79;2214;2135;35923;3.2;78
350780;800;3974;2981;33072;2.1;793
350790;906;5349;4319;57732;2.5;873
350800;589;2899;2291;23513;1.8;568
350810;516;2719;2091;26754;2.3;508
350820;163;1625;1468;29250;3.7;160
350830;157;786;645;7398;2.1;148
350840;1221;12365;10710;185989;3.3;1202
350850;1830;18355;16077;339434;4;1789
350860;758;5023;4256;55923;2.4;737
350870;795;2966;2138;22520;1.8;780
350880;598;2612;2060;21393;2;570
350890;81;364;293;3317;2;81
350900;1624;18924;16693;260123;3;1586
350910;103;1845;1760;23306;2.4;97
350920;1595;30071;28043;644985;4.3;1566
350925;635;4903;4149;74937;3.4;630
350930;318;1344;995;11664;2.2;304
350940;784;4039;3044;38627;2.3;775
350945;477;1360;714;8530;2.4;476
350950;44881;408418;349616;8374498;4.5;43108
350960;1200;13108;11594;300748;4.9;1179
350970;2334;12418;9829;123201;2.3;2262
350980;66;465;404;5678;2.5;64
350990;252;1290;1058;12816;2.2;247
350995;97;742;621;7405;2.1;96
351000;1074;4772;3543;51881;2.7;1058
351010;154;597;431;5263;2.2;154
351015;75;1408;1347;8426;1.1;75
351020;1230;7019;5668;61291;2.1;1199
351030;354;2051;1617;18149;2.1;348
351040;1616;13971;12127;172693;2.6;1589
351050;3320;18844;15411;181561;2.3;3258
351060;5945;42345;34927;459063;2.4;5758
351070;354;1416;1038;13212;2.3;349
351080;957;5248;4228;50449;2.4;924
351090;80;412;328;3335;1.8;80
351100;330;2284;1996;47343;4.5;284
351110;4909;38160;31312;453103;2.7;4672
351120;226;846;645;9021;2.5;205
351130;447;1837;1376;20015;2.6;414
351140;394;2694;2228;26258;2.3;374
351150;1837;12684;10425;159889;2.8;1713
351160;549;2828;2258;25792;2.1;504
351170;571;3160;2392;38140;2.6;539
351190;244;1211;913;15300;3;243
351200;494;4536;4052;59866;2.7;476
351210;186;3161;2987;38854;2.4;179
351220;730;4876;3984;46462;2.2;717
351230;888;3966;2828;33276;2.1;877
351240;675;8532;7738;151050;3.7;662
351250;178;682;510;6590;2.5;170
351260;113;538;438;4544;1.9;112
351270;153;999;801;11567;2.7;148
351280;1850;11527;8695;140738;3.1;1831
351290;365;1453;1103;14675;2.3;332
351300;6869;73332;64401;1340388;3.9;6771
351310;1336;7836;6193;99732;3;1325
351320;223;859;636;8997;2.1;220
351330;65;304;242;3023;2.4;65
351340;2270;18185;15620;328372;3.9;2233
351350;2477;41970;39247;1230557;6;2416
351360;433;1531;1102;12342;2;428
351370;1250;9611;7877;125144;3;1187
351380;9068;117594;104779;2205208;4;8844
351385;43;278;242;4061;3;43
351390;1604;2831;1366;15270;2.2;1506
351400;199;906;689;7617;2;198
351410;1140;6422;5071;74188;2.7;1118
351420;91;354;285;3024;2;74
351430;341;1534;1152;14728;2.3;330
351440;1616;10251;8275;100938;2.2;1580
351450;536;2634;2030;21473;2;526
351460;327;1632;1250;16585;2.4;315
351470;207;701;471;5923;2.4;206
351480;274;1231;911;13225;2.5;272
351490;451;4657;4079;69484;3.1;447
351492;88;383;273;3793;2.6;86
351495;105;410;313;3750;2.2;104
351500;4414;45350;39674;608501;2.9;4344
351510;1034;8728;7388;104222;2.7;1027
351512;61;354;287;2791;1.8;61
351515;377;2868;2454;49319;3.7;373
351518;1405;12675;11105;153016;2.6;1367
351519;147;2106;2003;25030;2.3;109
351520;314;2949;2603;31997;2.3;299
351530;57;417;364;3661;2;57
351535;143;660;520;7665;2.5;143
351540;456;2587;2123;20371;1.8;451
351550;2739;15412;11961;155646;2.5;2673
351560;300;946;629;8139;2.3;229
351565;47;264;214;2488;2.2;47
351570;2043;18140;15723;227171;2.7;2017
351580;54;225;178;2707;2.9;49
351590;151;492;348;3849;2.1;147
351600;304;3327;3016;49446;2.3;294
351610;62;392;347;3628;2;62
351620;15552;88461;69946;963765;2.4;15184
351630;1376;8795;7322;104282;2.7;1348
351640;1508;14200;12266;203263;3.2;1468
351650;78;1028;931;8948;1.8;78
351660;228;1092;820;8842;2;223
351670;1629;10963;8866;106448;2.3;1600
351680;159;485;275;3563;2.5;158
351685;113;4192;4090;92997;4.3;106
351690;807;2396;1689;30471;2.8;729
351700;260;877;604;8102;2.5;246
351710;214;979;766;7869;2;203
351720;250;1961;1690;21614;2.4;238
351730;92;416;335;4081;2.3;89
351740;1175;9432;7984;128063;3;1130
351750;790;4551;3568;47424;2.4;780
351760;287;1743;1443;16183;2.1;285
351770;742;3619;2855;33157;2.3;738
351780;287;1525;799;8745;2.1;285
351790;226;2102;1869;30225;2.7;226
351800;70;283;230;3240;2.7;66
351810;138;1084;950;9710;1.9;129
351820;1152;6849;5634;81934;2.6;1126
351830;1077;6833;5393;112423;4;1065
351840;3367;28887;24759;464727;3.5;3275
351850;345;1621;1263;13312;2;339
351860;976;8662;7516;156248;3.8;966
351870;7068;49837;42298;767268;3.5;6896
351880;28646;329997;292869;5842991;3.8;27687
351885;158;887;701;11321;3.1;155
351890;148;450;321;3482;2.1;137
351900;206;1015;795;12537;3;199
351905;627;4807;3942;60013;2.9;615
351907;4243;39624;34165;1074916;6;4199
351910;504;2879;2441;31950;2.4;494
351920;164;647;502;6230;2;164
351925;89;1129;1056;11081;2.1;83
351930;1004;5903;4740;76550;2.9;997
351940;449;2002;1591;15229;1.8;397
351950;218;2151;1904;29051;2.6;200
351960;2235;16537;13741;125799;1.8;2134
351970;1311;8721;7094;105851;2.7;1299
351980;332;1392;997;14469;2.6;331
351990;197;950;713;8446;2.3;196
352000;770;3174;2199;23425;2;768
352010;1096;6186;5030;77787;2.8;1081
352020;177;1226;999;11176;2;175
352030;580;2625;2007;26183;2.5;572
352040;995;6098;5137;71579;2.5;980
352042;300;1343;1031;13332;2.4;299
352044;931;5717;4696;113559;4.5;920
352050;6983;63373;53938;1083370;3.9;6860
352060;211;762;502;5227;2;207
352070;109;499;387;4631;2.3;108
352080;122;778;637;7915;2.3;118
352090;479;3513;2985;44372;2.8;471
352100;562;6535;5902;106240;3.4;559
352110;209;2050;1804;29044;3;206
352115;147;916;737;8392;2.2;146
352120;85;485;402;4099;1.9;85
352130;464;2532;2037;27728;2.5;459
352140;851;7484;6462;102604;2.9;838
352150;141;860;733;7800;2;141
352160;234;686;491;4738;1.9;233
352170;567;2372;1793;21070;2.3;556
352180;380;4373;3999;52246;2.4;364
352190;977;2433;1786;23340;2.5;494
352200;92;737;625;6552;1.9;89
352210;2022;12580;10210;143801;2.6;1990
352215;51;256;219;2956;2.6;51
352220;2540;22279;18994;431233;4.3;2500
352230;4332;31813;26750;339408;2.4;4221
352240;3499;18168;14418;180103;2.3;3357
352250;2697;24511;21551;389294;3.4;2662
352260;2400;23650;20424;319583;2.9;2348
352265;100;344;253;2997;2.1;100
352270;1683;8465;6597;70046;2;1527
352280;407;1750;1341;13023;1.9;401
352290;458;4134;3559;42341;2.2;451
352300;86;481;407;3699;1.7;86
352310;3612;39582;35081;551370;3;3548
352320;1565;8335;6684;79420;2.2;1514
352330;212;1112;889;11072;2.3;212
352340;3872;35526;30189;502375;3.1;3787
352350;517;2843;2305;26893;2.2;500
352360;409;3816;3405;38518;2.3;396
352370;196;501;317;4122;2.2;195
352380;251;1139;884;7938;1.6;245
352390;6192;52341;43954;828427;3.6;6066
352400;1295;18007;16363;319900;3.7;1276
352410;1584;7834;5814;73028;2.4;1536
352420;157;617;476;6218;2.2;149
352430;3096;22674;18778;348876;3.5;3010
352440;5124;43045;36556;856337;4.4;4946
352450;203;2681;2463;29220;2.2;200
352460;596;2395;1769;19321;2.1;593
352470;1846;38971;36520;723817;3.7;1809
352480;2052;10730;8041;99553;2.4;2011
352490;143;2701;2552;52310;3.9;139
352500;2028;17936;15418;349034;4.3;2007
352510;1499;8050;6150;91910;2.8;1471
352520;725;6029;5262;69501;2.5;718
352530;5407;42080;34943;458729;2.4;5250
352540;139;497;371;5253;2.4;128
352550;467;2075;1530;16768;2.1;464
352560;100;408;305;4273;2.5;99
352570;1397;8775;7140;96688;2.4;1367
352580;75;549;486;4974;1.9;74
352585;113;1017;910;10213;2;107
352590;14787;164658;144604;2919562;3.8;14213
352600;1156;5000;3852;52109;2.5;1055
352610;376;1852;1478;18551;2.3;373
352620;1273;8569;6999;99325;2.6;1268
352630;121;632;501;6404;2.4;120
352640;981;8129;6892;82880;2.2;946
352650;125;631;485;5957;2.3;122
352660;93;803;729;11046;2.6;91
352670;3131;20844;17068;251315;2.8;2978
